stationReference,stationName,latitude,longitude,maxOnRecord,minOnRecord,typicalRangeHigh,typicalRangeLow,easting,northing
0130TH,Ewen,51.674733,-1.9904,0.945,-0.948,0.99,0.0,400760.5717301547,197329.368191835
0144TH,Somerford Keynes,51.650724,-1.973061,1.484,0.325,1.6,0.363,401960.52159829927,194659.38991725
0155TH,Oaksey,51.632205,-2.007169,1.887,-0.242,1.311,0.0,399600.5305638118,192599.4089805572
0184TH,Purton Stoke,51.61322,-1.87404,2.34,0.481,1.89,0.504,408818.5190054804,190495.37424675506
0190TH,Cricklade,51.646694,-1.865536,0.992,0.012,1.083,0.058,409400.52161237545,194219.36622648634
022013,Callerton Lane,55.049407,-1.741713,2.24,-0.15,0.85,0.0,416600.52813564474,572798.1897935545
0260TH,Cirencester,51.724451,-1.972293,1.048,-0.032,0.7000000000000001,0.078,402010.57454624196,202859.3395457439
0278TH,South Cerney,51.673897,-1.934146,1.47,0.3,1.31,0.345,404650.56379307027,197238.38360710136
0290TH,Cerney Wick,51.665333,-1.891795,0.709,-0.093,0.6000000000000001,0.015,407580.554535007,196289.3763871194
0311TH,Rushey Platt,51.553565,-1.803214,2.188,0.72,1.69,0.735,413740.52455004444,183871.47076409005
0319TH,Rodbourne,51.571821,-1.816698,2.463,-0.046,1.32,0.034,412800.55382146273,185899.43532090515
0350TH,Rainham Main FD,51.500306,0.181352,2.066,0.05,1.25,0.151,551505.5331332292,180185.42174393506
0390TH,Water Eaton,51.64017,-1.826539,2.5869999999999997,0.5,1.901,0.625,412100.5083240197,193499.44816855577
0470TH,Ampney St Peter,51.710647,-1.889951,1.23,-0.276,0.93,0.044,407700.5145516819,201329.39589371558
0490TH,Sheeppen Bridge,51.654587,-1.849612,1.108,-0.231,1.45,0.0,410500.5257514599,195099.3646725053
0503SO,Stonebridge,51.132785,0.453941,3.4,0.02,1.78,0.082,571790.5550180782,139919.59433226645
0530TH,Whetstone Bridge,51.667039,-1.816893,1.436,-0.532,1.273,-0.6000000000000001,412760.54744622315,196489.4285509038
055002_TG_301,Belmont,52.045084,-2.752202,6.987,0.083,3.8,0.175,348508.5446123943,238788.25261890842
055003_TG_316,Lugwardine,52.061919,-2.659977,2.999,0.0,2.4,0.153,354850.56472153804,240599.24502111482
055013_TG_326,Titley Mill,52.220498,-2.984666,2.398,0.042,1.0,0.062,332830.57027354214,258489.21448107532
055014_TG_306,Byton,52.276841,-2.932709,2.176,0.229,1.3,0.279,336460.5685270343,264709.1311858977
055018_TG_327,Yarkhill,52.081299,-2.563805,2.65,0.099,1.6,0.188,361460.5538823241,242699.24973977148
055021_TG_305,Butts Bridge,52.226571,-2.730348,3.756,0.717,2.6,0.763,350210.56295365014,258959.1178674399
055027_TG_328,Sandford Bridge,51.928793,-2.524006,1.229,0.026,0.313,0.075,364065.55608703947,225716.3199724654
055028_TG_9302,Bishops Frome,52.137017,-2.488532,2.075,0.079,0.9,0.123,366660.5439190437,248859.21817946754
055031_TG_329,Three Elms,52.069153,-2.743532,1.292,0.001,0.408,0.129,349130.5603374891,241459.20338597384
055040,Bromyard,52.191185,-2.501355,3.244,0.03,2.3,0.048,365824.5702742657,254890.2155316519
055041,Ford Bridge LVL,52.191958,-2.718663,2.066,0.05,1.25,0.151,350970.5190325372,255101.20488072766
055807_TG_320,Hereford Bridge,52.051748,-2.720173,6.111,-0.02,3.3,0.096,350712.51343842864,239507.1917695988
055811_TG_9303,Bredwardine,52.096497,-2.969481,6.991,0.093,3.8,0.27,333683.5307513771,244683.1905953536
055816_TG_319,Mordiford,52.026391,-2.629867,5.504,0.037,3.6,0.467,356880.54030959005,236629.29818184208
055817_TG_323,Ross On Wye,51.915339,-2.587573,5.1,0.0,3.2,0.254,359682.561236034,224253.31780539287
055L010SG,Eardisland,52.223407,-2.851042,1.278,0.0,1.2,0.0,341962.5692011393,258697.15583193474
0569TH,Hannington Bridge,51.663588,-1.749677,4.49,1.968,3.81,2.07,417410.5615528283,196119.38572281238
0630TH,Fosse Bridge,51.799654,-1.885239,0.42,-0.002,0.28,0.017,408010.5502854018,211229.38053816275
0655TH,BIBURY SPRINGS AT BIBURY (TROUT FARM),51.761338,-1.835711,2.066,0.05,1.25,0.151,411435.5150542049,206974.32791674923
0657TH,BIBURY SPRINGS AT BIBURY (SWAN HOTEL),51.761248,-1.835566,2.066,0.05,1.25,0.151,411445.54504462465,206964.3404956369
0660TH,Bibury,51.754535,-1.825522,0.524,0.035,0.4,0.081,412140.53600286465,206219.31902832244
0680TH,Fairford,51.709394,-1.783971,1.426,0.312,1.08,0.415,415023.5345981643,201206.36481838333
0701TH,St Johns Lock,51.68931,-1.678796,0.945,-0.265,0.25,-0.011,422300.5302369228,198999.33695709647
0710TH,Lower Stratton,51.569689,-1.735909,4.3,0.908,2.815,0.935,418400.53126322763,185679.4239912888
0712TH,Kestrel Drive,51.563545,-1.722961,3.078,0.73,1.91,0.782,419300.5258377304,184999.4196651775
0730TH,Westmill Bridge,51.616448,-1.666745,2.556,0.317,1.85,0.372,423170.51074820384,190899.42196182374
0790TH,Inglesham,51.670899,-1.700313,2.09,0.03,0.9,0.1,420821.5290725851,196945.3529645944
0890TH,Lechlade,51.692891,-1.672984,0.8170000000000001,0.009,0.48,0.034,422700.5115393147,199399.39700770454
0898TH,Buscot Lock,51.68119,-1.668729,0.997,-0.299,0.35,0.0,423000.5209496694,198099.33953922315
0901TH,Grafton Lock,51.690894,-1.607898,1.11,-0.404,0.38,0.0,427200.5159716227,199199.4289757075
0902TH,Radcot Lock,51.699764,-1.573094,0.873,-0.263,0.324,0.0,429600.54299188533,200199.43064272596
0903TH,Rushey Lock,51.698716,-1.534037,0.8190000000000001,-0.27,0.297,0.008,432300.5317096181,200099.3682132232
0904SO,Vexour Bridge,51.189651,0.160853,4.123,0.04,2.9,0.603,551100.5567626983,145599.5211393244
0904TH,Shifford Lock,51.70718,-1.465193,0.728,-0.208,0.42,0.005,437051.57733902993,201073.32125770923
0911TH,Clanfield,51.719421,-1.588977,2.154,0.5670000000000001,1.025,0.613,428490.5595847419,202379.38584239548
0913TH,Bampton,51.72466,-1.54887,1.784,0.087,1.4,0.095,431257.5713810569,202978.42100886427
1003SO,West Gate Gardens,51.280821,1.073832,1.472,0.162,0.95,0.232,614465.5345543354,158007.54938994627
1020TH,Bourton Windrush,51.886693,-1.767911,0.597,0.004,0.24,0.082,416070.51843676314,220929.32866576297
1029TH,Bourton Dickler,51.874767,-1.740083,0.8200000000000001,0.05,0.42,0.068,417990.5267016563,219609.33927260456
1080TH,Worsham,51.793689,-1.564378,1.634,0.262,1.62,0.303,430140.5763333141,210649.37784034602
1082TH,Witney,51.789786,-1.484269,2.45,0.39,1.4,0.464,435668.53536042373,210251.3051521659
1090_w1TH,Newbridge Weir A,51.713499,-1.420988,0.986,0.072,0.44,0.131,440100.5195708826,201799.40750278768
1090_w2TH,Newbridge Weir B,51.713499,-1.420988,0.847,-0.085,0.349,0.004,440100.5195708826,201799.40750278768
1099TH,Northmoor Lock,51.716858,-1.374624,1.35,-0.51,0.38,-0.004,443300.5664731791,202199.40783380545
1100TH,Farmoor,51.757544,-1.366384,2.006,0.508,1.3,0.5,443830.5413445564,206729.39382004563
1102TH,Pinkhill Lock,51.761748,-1.362413,1.061,-0.226,0.4,0.0,444100.54204305937,207199.34960674928
1113SO,Sellindge,51.099225,1.00828,1.3,0.18,0.85,0.224,610721.5547016021,137628.6532719947
1201TH,Eynsham Lock,51.774692,-1.356854,1.187,-0.363,0.37,0.038,444471.50975100684,208642.34904415367
1208TH,Moreton,51.988876,-1.697906,1.461,0.087,1.21,0.095,420841.5141356042,232312.24350370668
1210TH,Evenlode Bridge,51.95095,-1.679842,2.8,0.373,1.6800000000000002,0.405,422100.5085513441,228099.22149144183
1236TH,Littlestock Brook (Temporary),51.865237,-1.618104,0.524,0.079,0.2,0.079,426393.5679168671,218586.35237499114
1238TH,Shipton,51.861678,-1.594363,3.23,0.517,2.02,0.5630000000000001,428030.53189729777,218199.34126387074
1285SO,Black Bull Road,51.085655,1.177662,0.767,0.076,1.206,0.082,622643.5238944343,136618.5948715431
1289TH,Woodstock,51.864215,-1.356609,1.122,0.031,0.75,0.05,444400.5580214258,218599.33985903393
1290_w1TH,Cassington Weir A,51.786053,-1.351198,1.091,0.026,0.9,0.085,444850.5121413622,209909.37773743804
1290_w2TH,Cassington Weir B,51.786053,-1.351198,1.292,0.088,0.77,0.144,444850.5121413622,209909.37773743804
1301TH,Kings Lock,51.789307,-1.306931,0.977,-0.811,0.3,0.0,447900.53418976493,210299.37203711676
1302TH,Godstow Lock,51.776669,-1.298428,0.52,-0.477,0.225,0.05,448500.53122667695,208899.37956970878
1303TH,Osney Lock,51.74909,-1.272781,0.341,-0.312,0.12,-0.15,450300.54929149925,205849.38288579852
1408TH,Woodford Halse,52.167771,-1.212815,2.914,0.834,2.0,0.848,453936.5353778138,252459.21609039936
1414TH, Huscote FAS,52.08027,-1.319158,2.066,0.05,1.25,0.151,446754.5419905987,242653.21150528511
1415TH,Hardwick FAS,52.081936,-1.321103,2.066,0.05,1.25,0.151,446619.5224943599,242837.26639482775
1416TH,Cropredy Bridge,52.114915,-1.315184,2.732,0.867,2.192,1.044,446990.54500856926,246509.1971805832
1420TH,Banbury,52.066379,-1.333286,2.392,0.003,1.14,0.02,445800.5469534725,241099.19704278163
1431TH,Bloxham,52.017279,-1.380792,2.23,0.597,1.11,0.636,442590.53047080315,235609.22003810405
1437TH,Bodicote,52.028582,-1.326852,1.3,0.041,0.58,0.058,446280.5287314869,236899.2853136546
1453TH,Heyford Bridge,51.920573,-1.306366,2.569,0.286,1.3,0.361,447800.54985856084,224899.33671164888
1460_w1TH,Enslow Weir A,51.861393,-1.30321,2.103,0.103,1.29,0.143,448080.55960321403,218319.28495406843
1460_w2TH,RIVER CHERWELL  AT  ENSLOW,51.861438,-1.303137,2.066,0.05,1.25,0.151,448085.5387545444,218324.33799383658
1465TH,Thrupp,51.840425,-1.30005,3.346,0.578,2.12,0.654,448320.5643177955,215989.28145848322
1471TH,Grendon Underwood,51.884491,-1.012852,1.86,-0.211,0.939,0.008,468040.5619595209,221119.2828667323
1483TH,Lower Arncott,51.861059,-1.119228,2.984,0.222,2.0,0.297,460750.53316921426,218419.28308756778
1484TH,Langford Village,51.895439,-1.13585,1.852,0.037,1.309,0.103,459560.53288871195,222229.34916634468
1486TH,Wendlebury,51.874246,-1.18499,1.955,0.921,1.59,0.925,456205.55029427906,219833.25753596192
1489TH,Islip,51.819783,-1.242178,9.327,6.127,7.8,6.492,452331.5268385117,213733.33515768973
1490TH,Oxford Botanical Gardens,51.750579,-1.24661,6.18,4.67,6.19,4.8,452105.538671178,206033.314641594
1491TH,Kings Mill,51.756247,-1.238765,2.78,1.231,2.4,1.631,452640.5194368765,206669.32452536447
1501TH,Iffley Lock,51.72955,-1.239792,0.937,-0.62,0.25,0.003,452600.5584698621,203699.3729185211
1502TH,Sandford-on-Thames,51.708312,-1.232825,2.066,0.05,1.25,0.151,453106.547546587,201342.34871526956
1503TH,Abingdon Lock,51.670388,-1.268257,0.581,-0.26,0.2,-0.25,450700.5744816405,197099.38550866023
151816001,Romsey Broadlands Estate,50.968109,-1.497147,2.066,0.05,1.25,0.151,435406.57442678313,118863.65644457602
1635TH,Minns Estate,51.753242,-1.290099,3.117,0.797,2.13,1.006,449100.51861789793,206299.39514530828
1645TH,New Botley,51.752648,-1.281126,3.141,0.736,2.01,0.87,449720.5589564481,206239.3939698514
1674TH,Hinksey Lake (Temporary),51.740477,-1.259957,1.198,0.18,1.394,0.23,451195.5594493133,204900.35176206456
1675TH,Cold Harbour,51.730973,-1.251352,2.066,0.05,1.25,0.151,451800.5541677983,203849.38643192928
1679TH,Abingdon,51.684602,-1.282696,1.33,-0.26,1.43,0.05,449686.53280999203,198670.33609736498
1681TH,Abingdon Peachcroft,51.683092,-1.268125,1.356,0.45,1.5,0.45,450695.5482007321,198512.38899626266
1745TH,Stanford Vale,51.632965,-1.505814,1.982,0.0,0.62,0.069,434300.5274842203,192799.43860458492
1756TH,Wantage,51.588848,-1.431205,0.86,0.349,0.8,0.371,439502.521998315,187930.3963481628
1757TH,Charney Bassett,51.64711,-1.451462,2.718,0.225,1.8,0.485,438050.5308233339,194399.44411314095
1761TH,Letcombe Bassett,51.565511,-1.460667,0.229,0.016,0.198,0.058,437480.556113772,185319.46711393978
1771TH,Letcombe Regis,51.571482,-1.449342,0.188,-0.127,0.71,0.02,438260.5456310383,185989.38846833448
1790TH,Abingdon,51.666656,-1.305189,1.81,0.005,0.9,0.0,448150.5110881678,196659.3865702873
1796TH,Steventon,51.621195,-1.323534,1.463,0.469,1.023,0.523,446928.5618291137,191591.4190219686
1799TH,Culham Lock,51.6506,-1.267131,1.977,-0.452,0.298,0.038,450800.5147781693,194899.39254852265
1801TH,Clifton Lock,51.648617,-1.210808,1.934,-0.488,0.849,0.0,454699.5673493436,194719.4274938077
1899TH,Days Lock,51.638206,-1.179444,1.322,-0.399,0.272,-0.38,456882.55518507503,193585.4493006932
1904TH,Rowsham Bridge,51.850671,-0.772585,2.03,0.0,1.51,0.07,484640.5715680213,217609.31125775175
1911TH,Aylesbury Thame,51.826251,-0.856541,2.512,0.206,1.9,0.406,478900.5233547215,214799.29292246196
1919TH,Bearbrook FD,51.819387,-0.786131,2.066,0.05,1.25,0.151,483765.5138978084,214114.36477521516
1922TH,Weston Turville,51.78506,-0.75797,0.8280000000000001,0.276,0.55,0.286,485771.5393954515,210329.34194320973
1923TH,Stocklake FD,51.824471,-0.789114,2.066,0.05,1.25,0.151,483550.51809155167,214676.3719629404
1925TH,Aylesbury,51.817792,-0.801624,2.0,0.612,1.49,0.968,482700.57624028885,213919.3049757441
1930TH,Cuddington,51.795602,-0.944321,2.59,0.511,2.09,0.978,472900.5167279952,211299.3145266728
1961TH,Thame Bridge,51.753138,-0.982253,2.99,0.948,2.25,1.057,470350.53608735953,206539.37628657313
1980TH,Wheatley,51.740637,-1.115198,6.11,2.997,5.752,3.597,461190.5531260581,205029.40276218308
1984TH,Chalgrove,51.663282,-1.075268,1.934,1.0,1.75,0.9,464056.5328307307,196460.3813511326
1990TH,Stadhampton,51.675126,-1.132094,2.626,0.31,2.0,0.5670000000000001,460110.541576313,197729.41731202652
1993TH,Dorchester,51.641035,-1.163757,2.835,0.145,1.376,0.223,457964.54238241,193912.38492441326
1995TH,Ewelme,51.619653,-1.073786,0.201,0.006,0.46,0.041,464220.5290126006,191609.4378218158
2001,Bewdley,52.383563,-2.322438,5.563,0.053,3.3,0.207,378150.5498896633,276219.1278521917
2001TH,Benson Lock,51.617191,-1.116011,1.558,-0.581,0.31,0.038,461300.5653600162,191299.43226643387
2002,Evesham,52.092165,-1.942876,5.517,0.38,1.9,0.46,404010.5602144052,243759.27050094106
2002SO,SHERMAN BRIDGE GS,50.82568,0.175071,2.066,0.05,1.25,0.151,553288.5349078076,105158.68091053037
2002TH,Cleeve Lock,51.529995,-1.135937,0.8310000000000001,-0.259,0.35,0.0,460035.53590267507,181585.42373696415
2003TH,Goring Lock,51.523317,-1.141252,1.306,-0.32,0.215,0.05,459675.56059448654,180838.39586276026
2004,Stoneleigh LVL,52.354922,-1.514617,2.066,0.05,1.25,0.151,433155.53144847625,273095.0594257863
2004TH,Whitchurch Lock,51.486605,-1.088869,0.976,-0.283,0.225,0.009,463360.56675590476,176799.45662833643
2005,Montford,52.724474,-2.872198,7.008,-0.121,4.8,0.287,341190.55885375367,314448.92358447233
2008,Tenbury,52.313207,-2.591539,5.968,0.279,4.5,0.428,359770.5389353991,268509.1298224474
2010,Alscot Park,52.153735,-1.697245,2.859,-0.316,0.673,0.12,420810.544347693,250649.22128108056
2011,Harford Hill,52.255374,-2.193909,2.834,0.016,2.0,0.189,386860.5159858863,261929.14866728903
2012,Walcot,52.706629,-2.60558,2.963,0.04,1.3,0.386,359180.5176050615,312279.0246027303
2015,Besford Bridge,52.114425,-2.108012,4.061,0.05,1.9,0.165,392700.5401336985,246239.21196739984
2016,Rodington,52.723597,-2.609812,1.612,0.119,1.0,0.208,358910.57184869226,314168.92485607875
2017,Wedderburn Bridge,51.909034,-2.32673,3.799,0.086,2.0,0.181,377620.57457297016,223439.3107603993
2018,Hookagate,52.678113,-2.791698,2.542,0.097,1.1,0.153,346570.5729203533,309229.04237885674
2019,Stareton,52.340881,-1.512833,2.699,0.048,1.95,0.105,433287.5438935568,271534.07101200643
2020,Yeaton,52.76777,-2.839715,1.127,0.042,0.7000000000000001,0.106,343440.56042183045,319238.9552288178
2020TH,Blewbury,51.573061,-1.233747,0.486,0.053,0.24,0.086,453200.53788524406,186299.46762453878
2023,Offenham,52.100775,-1.910164,3.653,0.024,1.112,0.141,406250.5263436978,244719.20251227508
2024,Burcote,52.555203,-2.376056,1.927,0.026,0.55,0.102,374600.5423797157,295329.03689804306
2027,Ebley Mill,51.740019,-2.24687,1.396,-0.004,0.95,0.133,383050.51693021087,204619.36963793545
2029,Knightsford Bridge,52.198971,-2.389281,6.417,0.24,5.2,0.307,373490.5122470309,255709.1728263194
2032,Saxons Lode,52.049661,-2.200744,5.925,0.322,4.0,0.417,386330.5638427053,239049.19959796662
2034,Oak Cottage,52.385318,-2.337878,2.984,0.047,1.0,0.084,377100.55457222974,276419.1423094719
2036,Hinton On Green,52.064842,-1.966688,4.922,-0.002,2.65,0.072,402380.5474866225,240719.18852566445
2038,Llanyblodwel,52.794313,-3.110292,2.675,0.092,1.047,0.225,325230.5049990871,322438.9060529106
2039,Newnham Bridge,52.32,-2.523849,4.199,-0.131,1.5,0.159,364390.5445712348,269229.15906356333
2040,Tibberton,52.781029,-2.474812,1.239,0.06,0.327,0.118,368070.55311719555,320488.91677123646
2046,Cosford Ww RAIN,52.639315,-2.326238,2.066,0.05,1.25,0.151,378020.54202198336,304668.95418992883
2048,Wellesbourne,52.197687,-1.602579,2.228,0.05,0.362,0.091,427260.52447777626,255569.17640260383
2049,Leamington Pdw LVL,52.286203,-1.549042,2.066,0.05,1.25,0.151,430858.50978529145,265436.1913726391
2050,Eathorpe,52.316208,-1.431466,3.253,0.04,1.159,0.238,438852.55471773,268830.0800097609
2052,Ternhill (Bailey Brook),52.879618,-2.55338,2.066,0.05,1.25,0.151,362855.5360601536,331493.8878907562
2054,Onibury,52.405995,-2.80328,3.632,0.642,1.7000000000000002,0.7000000000000001,345450.53929719626,278969.05712856835
2057,Haw Bridge,51.948918,-2.227065,6.228,0.343,4.5,0.533,384490.5295715171,227849.2889102871
2063,Prestwood LVL,52.473154,-2.197148,2.066,0.05,1.25,0.151,386705.51441079663,286154.0409675728
2067,Swindon,52.51274,-2.205945,3.058,0.083,1.336,1.044,386120.5383940916,290559.0703729441
2071,Ashleworth,51.922936,-2.265002,6.029,0.384,3.576,0.579,381872.5656613368,224968.27708907364
2077,Welsh Bridge,52.709797,-2.75808,5.252,0.107,2.7,0.422,348880.55083002755,312729.01124080986
2083,Stourbridge,52.457997,-2.140347,2.262,0.068,1.1,0.106,390560.5173227211,284459.0279665776
2084,Stourton,52.461315,-2.207471,3.216,0.054,2.4,0.105,386000.5248194466,284839.0982834614
2085,Diglis,52.179799,-2.225461,5.304,0.454,2.8,0.548,384680.5671484615,253529.17873172282
2086,Bransford,52.177055,-2.28833,6.086,0.304,4.4,0.363,380380.55836674065,253239.20716209887
2087,Mythe Bridge,52.00171,-2.163093,5.498,0.311,2.8,0.406,388900.55039722886,233709.3036241563
2088,Lilbourne,52.395138,-1.173153,1.881,0.057,0.659,0.098,456360.5572413993,277779.09139842476
2090,Rugby,52.38548,-1.26252,3.773,-0.1,1.079,0.035,450290.5429251427,276639.0727986437
2091,Warwick,52.284932,-1.562658,3.945,0.319,1.463,0.399,429930.5695601465,265289.1247502245
2092,Shipston,52.062264,-1.622014,5.223,0.045,0.969,0.119,426010.54434658034,240499.2491116466
2093,Stratford,52.191595,-1.70123,2.71,0.14,0.926,0.499,420520.57363491366,254859.22335169572
2094,Studley,52.274092,-1.88959,2.718,0.461,0.812,0.505,407630.5318489681,263999.12738408084
2095,Little Alne,52.247533,-1.793996,3.375,0.856,1.329,0.897,414161.5309843616,261059.16737806448
2097,Pershore,52.10744,-2.07193,6.067,2.6630000000000003,3.606,3.36,395170.56799662666,245459.2117734368
2098,Upper Pound,51.998663,-2.155508,5.491,1.926,2.8,2.127,389420.5337241324,233369.25515915698
2102,Minsterworth,51.850206,-2.336612,6.276,-0.012,5.7,0.953,376910.5128392337,216899.3612976439
2104,Broom,52.180399,-1.87505,3.222,0.043,0.488,0.12,408640.5582015555,253579.22779493258
2107,Knighton,52.344778,-3.043943,2.852,0.515,0.981,0.532,328980.53931551235,272369.16745564336
2117,Churchover,52.421794,-1.255694,1.758,0.015,1.38,0.085,450713.557014778,280683.08704957174
2124,Parkend,51.764493,-2.556805,1.268,0.006,0.6000000000000001,0.044,361670.557235194,207459.30491807475
2125,Castle Foregate,52.714919,-2.749968,2.446,0.02,0.43,0.03,349434.53279891977,313293.0273226269
2128,Bredon,52.03494,-2.116566,4.6690000000000005,0.012,2.0,0.651,392100.5647119698,237399.2031583693
2129,Holyhead Road,52.417908,-1.54648,1.587,0.013,1.1,0.033,430941.5104645773,280087.0831366543
2131,Shelley Close,52.211373,-2.215962,1.798,0.509,1.35,0.544,385340.55263503804,257039.16472900988
2132,Leintwardine,52.359087,-2.876144,2.505,0.256,1.2,0.315,340430.5321326667,273809.0592037906
2133,Wyre Piddle,52.126787,-2.056054,3.365,0.065,0.636,0.116,396259.5542519082,247610.18412148312
2134,Buildwas,52.636354,-2.524962,7.037,0.419,3.4,0.424,364570.5298474426,304419.0278618374
2139,Charlton Kings,51.885938,-2.052672,2.657,0.268,0.449,0.28,396471.5754114496,220821.28234279368
2140TH,Frilsham,51.453438,-1.228555,0.654,-0.243,0.48,0.023,453700.52606262447,172999.42563755755
2150TH,Bucklebury,51.435635,-1.201665,0.849,-0.176,0.65,0.019,455590.51954455394,171039.5105247586
2153,Epney,51.797035,-2.348106,7.308,1.186,7.0,1.589,376090.5259949001,210989.28421359634
2165,Gloucester,51.864982,-2.252201,4.9190000000000005,0.001,3.2,0.437,382730.54400132556,218519.27899453614
2169,Ludlow Corve,52.381603,-2.724237,4.976,0.709,2.4,0.771,350800.51396169513,276199.08533581736
2170,Crudgington,52.754258,-2.534083,2.357,0.056,0.788,0.166,364050.5694934475,317538.9721142728
2175,Crew Green,52.735739,-2.994315,2.066,0.05,1.25,0.151,332960.5248189281,315808.9262468268
2180,Bridgnorth,52.534933,-2.415835,5.264,0.316,3.6,0.521,371890.5433911739,293089.09649998386
2180TH,Tidmarsh,51.468325,-1.08539,1.954,0.8220000000000001,1.56,1.072,463627.5087842355,174769.49355703354
2188,Leigh Court,51.926224,-2.197575,4.236,-0.04,1.3,0.071,386510.53181195643,225319.231821633
2190TH,Pangbourne,51.484688,-1.087539,1.09,0.046,0.78,0.079,463455.56890625175,176587.41061148854
2195,Sharpness,51.717437,-2.482837,11.711,1.979,10.2,2.0,366740.5548541572,202189.32707674947
2195TH,Sulham,51.462237,-1.077263,1.061,0.003,0.4,0.032,464200.5451490537,174099.50945268082
2199TH,Mapledurham Lock,51.486033,-1.039654,0.84,-0.343,0.3,0.017,466778.54886483855,176779.50165106377
2200,Wimpstone,52.141002,-1.689543,3.517,0.647,1.6,0.67,421343.54559450626,249235.17327139605
2200TH,Reading,51.461325,-0.967884,7.413,6.297,7.0,6.579,471800.51999813004,174099.45894959476
2201TH,Caversham Lock,51.460811,-0.963635,1.021,-0.187,0.3,0.068,472096.5108911509,174046.46316769574
2204TH,Winterborne Monkton,51.450901,-1.859793,2.33,-0.16,1.105,0.0,409839.54084578366,172444.51202108432
2205,Brimscombe,51.724364,-2.200326,1.331,0.621,1.0,0.644,386259.5676395113,202868.34710853852
2206,Merrywalks LVL,51.746918,-2.217953,2.066,0.05,1.25,0.151,385049.5137993004,205380.31681521528
2207,Hall Green Road,52.440197,-1.475212,1.952,0.0,2.15,0.066,435770.51505816716,282599.13329518837
2209,Longford,52.446651,-1.487391,1.727,0.001,3.04,0.109,434937.540839991,283311.0952751863
2210TH,Marlborough,51.416287,-1.732479,1.003,0.011,0.63,0.041,418700.5338865244,168619.50003049895
2213,"Hope Street, Coventry",52.40689,-1.522294,2.544,0.223,3.08,0.264,432594.51420785935,278872.10580885754
2215,Sir Henry Parkes Road,52.39358,-1.551005,1.437,0.144,2.73,0.202,430650.55405757896,277379.0880254122
2216,Torrington Avenue,52.396604,-1.591684,1.491,0.0,3.2,0.0,427880.5159915603,277699.0595728544
2218,Charterhouse Bridge,52.401988,-1.495801,2.008,0.111,1.93,0.153,434400.57356609113,278339.0732588327
2219TH,Poulton Farm,51.427238,-1.724504,0.812,0.005,0.857,0.047,419250.55531421717,169839.46591388405
2223,College Road,51.896062,-2.069746,1.442,0.064,1.2,0.0,395297.5074674241,221948.30645970488
2225,Bodiam Avenue,51.832287,-2.270144,1.105,-0.064,0.162,0.0,381481.5154522874,214887.27884144886
2226,Slad Road,51.747599,-2.214291,1.175,0.11,0.43,0.13,385302.5570598443,205455.30860695863
2227,Tenbury,52.309779,-2.59384,3.54,0.08,2.0,0.11,359610.5474791526,268129.116263863
2228,Sutton Bridge,52.298087,-2.55805,4.231,0.45,3.0,0.47,362040.56786470284,266809.1895582507
2230TH,Knighton Main,51.437409,-1.576981,0.847,0.044,0.504,0.077,429500.5613090835,171019.4728486247
2232TH,Knighton Side,51.436872,-1.577706,0.653,-0.053,0.504,0.0,429450.51096637704,170959.46003808588
2239TH,Hungerford Dun,51.414788,-1.539372,0.307,0.034,0.19,0.053,432130.54248795466,168519.44532542984
2241TH,Hungerford Shalbourne,51.412847,-1.526019,1.078,0.031,0.6000000000000001,0.043,433060.55381023284,168309.49574610937
2250TH,Newbury,51.401605,-1.323874,1.49,0.742,1.35,0.941,447130.5207432722,167169.48106987812
2251TH,Lambourn,51.508084,-1.530219,1.43,0.653,1.2,0.7000000000000001,432700.5677245405,178899.40083319932
2254TH,Eastbury Flood Control Structure,51.497183,-1.511619,2.129,0.942,2.65,0.9,433999.5276240761,177695.48161790706
2255,Bosbury,52.08804,-2.446839,1.911,0.01,0.8,0.03,369480.55496743263,243393.23232424428
2258,The Causeway,51.824551,-2.297854,2.286,0.098,0.542,0.162,379568.5378763347,214034.30962078183
2261,Zoons Court,51.868901,-2.196147,2.426,0.127,0.844,0.168,386591.52992682107,218943.27121559187
2262,Zoons Court Flood Storage,51.868695,-2.195623,2.13,0.106,2.5,0.119,386627.5471958698,218920.2620230994
2264TH,Bagnor,51.422436,-1.350461,0.545,0.032,0.2,0.041,445260.5248793753,169469.45065505875
2265,Farley Bridge LVL,52.664358,-2.905911,2.066,0.05,1.25,0.151,338829.5659288999,307790.00752305234
2267,Puxton,52.394519,-2.253581,4.431,0.406,2.3,0.45,382841.51347482874,277419.1208355293
2268,Kingscroft Road,51.85196,-2.18652,1.727,0.301,2.0,0.02,387249.54501113814,217057.2932047399
2269,Shepherd Road,51.835524,-2.26623,1.03,0.067,1.0,0.055,381752.5404784114,215246.31315226594
2270,Field Court Drive,51.819013,-2.28698,0.934,0.0,1.0,0.0,380315.5510760552,213415.3503844654
2270_w1TH,Shaw,51.411884,-1.321048,2.1,1.256,2.044,1.29,447316.52195664344,168314.45669645933
2272,Armscroft Place,51.863183,-2.221361,1.194,0.0,1.5,0.005,384853.53988267167,218312.27763740305
2273,India Road,51.856617,-2.227456,0.717,0.114,1.0,0.143,384431.54597127286,217583.28024285624
2275,Egypt Mill,51.697286,-2.218553,0.638,0.11,1.5,0.273,384991.5409578572,199860.33761640175
2275TH,Kingsclere,51.325621,-1.249358,0.357,0.059,0.43,0.08,452400.52559991623,158769.57946608347
