easting,northing,predicted_risk,predicted_authority
186907,138216,1,Torridge
191907,138216,1,Torridge
196907,138216,1,Torridge
201907,138216,1,Torridge
206907,138216,1,Torridge
211907,138216,1,Torridge
216907,138216,2,Torridge
221907,138216,2,Torridge
226907,138216,2,Torridge
231907,138216,1,North Devon
236907,138216,1,North Devon
241907,138216,1,North Devon
246907,138216,2,North Devon
251907,138216,2,North Devon
256907,138216,1,North Devon
261907,138216,1,North Devon
266907,138216,1,North Devon
271907,138216,1,North Devon
276907,138216,1,Somerset West and Taunton
281907,138216,1,Somerset West and Taunton
286907,138216,2,Somerset West and Taunton
291907,138216,1,Somerset West and Taunton
296907,138216,1,Somerset West and Taunton
301907,138216,2,Somerset West and Taunton
306907,138216,2,Somerset West and Taunton
311907,138216,2,Somerset West and Taunton
316907,138216,2,Somerset West and Taunton
321907,138216,2,Somerset West and Taunton
326907,138216,3,South Somerset
331907,138216,2,South Somerset
336907,138216,2,South Somerset
341907,138216,2,Mendip
346907,138216,3,Mendip
351907,138216,1,Mendip
356907,138216,2,South Somerset
361907,138216,2,South Somerset
366907,138216,1,South Somerset
371907,138216,2,South Somerset
376907,138216,1,Wiltshire
381907,138216,1,Wiltshire
386907,138216,3,Wiltshire
391907,138216,2,Wiltshire
396907,138216,3,Wiltshire
401907,138216,2,Wiltshire
406907,138216,2,Wiltshire
411907,138216,2,Wiltshire
416907,138216,1,Test Valley
421907,138216,1,Test Valley
426907,138216,2,Test Valley
431907,138216,1,Test Valley
436907,138216,2,Test Valley
441907,138216,1,Test Valley
446907,138216,1,Winchester
451907,138216,2,Winchester
456907,138216,1,Winchester
461907,138216,1,Winchester
466907,138216,2,East Hampshire
471907,138216,2,East Hampshire
476907,138216,2,East Hampshire
481907,138216,2,East Hampshire
486907,138216,1,Waverley
491907,138216,1,Waverley
496907,138216,1,Waverley
501907,138216,1,Waverley
506907,138216,1,Waverley
511907,138216,2,Waverley
516907,138216,1,Horsham
521907,138216,1,Horsham
526907,138216,1,Crawley
531907,138216,2,Mid Sussex
536907,138216,1,Mid Sussex
541907,138216,1,Wealden
546907,138216,1,Wealden
551907,138216,1,Sevenoaks
556907,138216,1,Sevenoaks
561907,138216,2,Tunbridge Wells
566907,138216,2,Tunbridge Wells
571907,138216,2,Tunbridge Wells
576907,138216,1,Tunbridge Wells
581907,138216,4,Ashford
586907,138216,1,Ashford
591907,138216,2,Ashford
596907,138216,1,Ashford
601907,138216,1,Ashford
606907,138216,1,Ashford
611907,138216,1,Folkestone and Hythe
616907,138216,1,Folkestone and Hythe
621907,138216,1,Folkestone and Hythe
626907,138216,1,Dover
631907,138216,1,Dover
636907,138216,1,Dover
641907,138216,2,Dover
86907,143216,1,Cornwall
91907,143216,2,Cornwall
96907,143216,2,Cornwall
101907,143216,2,Cornwall
106907,143216,2,Cornwall
111907,143216,2,Cornwall
116907,143216,2,Cornwall
121907,143216,2,Cornwall
126907,143216,2,Cornwall
131907,143216,2,Cornwall
136907,143216,2,Cornwall
141907,143216,2,Cornwall
146907,143216,2,Torridge
151907,143216,1,Torridge
156907,143216,1,Torridge
161907,143216,1,Torridge
166907,143216,1,Torridge
171907,143216,1,Torridge
176907,143216,1,Torridge
181907,143216,1,Torridge
186907,143216,1,Torridge
191907,143216,1,Torridge
196907,143216,1,Torridge
201907,143216,1,Torridge
206907,143216,1,Torridge
211907,143216,1,Torridge
216907,143216,2,Torridge
221907,143216,2,Torridge
226907,143216,1,Torridge
231907,143216,1,North Devon
236907,143216,1,North Devon
241907,143216,2,North Devon
246907,143216,2,North Devon
251907,143216,1,North Devon
256907,143216,1,North Devon
261907,143216,2,North Devon
266907,143216,2,North Devon
271907,143216,3,Somerset West and Taunton
276907,143216,2,Somerset West and Taunton
281907,143216,1,Somerset West and Taunton
286907,143216,2,Somerset West and Taunton
291907,143216,2,Somerset West and Taunton
296907,143216,2,Somerset West and Taunton
301907,143216,1,Somerset West and Taunton
306907,143216,4,Somerset West and Taunton
311907,143216,2,Somerset West and Taunton
316907,143216,2,Somerset West and Taunton
321907,143216,2,Somerset West and Taunton
326907,143216,5,Sedgemoor
331907,143216,3,Sedgemoor
336907,143216,1,Sedgemoor
341907,143216,2,Sedgemoor
346907,143216,2,Sedgemoor
351907,143216,2,Mendip
356907,143216,1,Mendip
361907,143216,1,Mendip
366907,143216,1,Mendip
371907,143216,1,Mendip
376907,143216,2,Mendip
381907,143216,1,Wiltshire
386907,143216,2,Wiltshire
391907,143216,2,Wiltshire
396907,143216,2,Wiltshire
401907,143216,3,Wiltshire
406907,143216,2,Wiltshire
411907,143216,2,Wiltshire
416907,143216,1,Wiltshire
421907,143216,1,Test Valley
426907,143216,1,Test Valley
431907,143216,2,Test Valley
436907,143216,2,Test Valley
441907,143216,1,Test Valley
446907,143216,1,Basingstoke and Deane
451907,143216,2,Winchester
456907,143216,1,Winchester
461907,143216,1,Basingstoke and Deane
466907,143216,1,East Hampshire
471907,143216,2,East Hampshire
476907,143216,2,East Hampshire
481907,143216,2,East Hampshire
486907,143216,3,Waverley
491907,143216,2,Guildford
496907,143216,2,Guildford
501907,143216,1,Waverley
506907,143216,2,Waverley
511907,143216,2,Horsham
516907,143216,1,Mole Valley
521907,143216,2,Horsham
526907,143216,2,Crawley
531907,143216,1,Tandridge
536907,143216,1,Tandridge
541907,143216,1,Tandridge
546907,143216,2,Sevenoaks
551907,143216,2,Sevenoaks
556907,143216,2,Tunbridge Wells
561907,143216,2,Tunbridge Wells
566907,143216,1,Tunbridge Wells
571907,143216,4,Tunbridge Wells
576907,143216,1,Maidstone
581907,143216,3,Tunbridge Wells
586907,143216,3,Ashford
591907,143216,2,Ashford
596907,143216,1,Ashford
601907,143216,2,Ashford
606907,143216,1,Ashford
611907,143216,2,Folkestone and Hythe
616907,143216,2,Folkestone and Hythe
621907,143216,1,Folkestone and Hythe
626907,143216,2,Dover
631907,143216,1,Dover
636907,143216,2,Dover
641907,143216,2,Dover
86907,148216,2,Cornwall
91907,148216,2,Cornwall
96907,148216,2,Cornwall
101907,148216,2,Cornwall
106907,148216,2,Cornwall
111907,148216,2,Cornwall
116907,148216,2,Cornwall
121907,148216,2,Cornwall
126907,148216,2,Cornwall
131907,148216,2,Cornwall
136907,148216,2,Cornwall
141907,148216,1,Torridge
146907,148216,1,Torridge
151907,148216,1,Torridge
156907,148216,1,Torridge
161907,148216,1,Torridge
166907,148216,1,Torridge
171907,148216,1,Torridge
176907,148216,1,Torridge
181907,148216,1,Torridge
186907,148216,1,Torridge
191907,148216,1,Torridge
196907,148216,1,Torridge
201907,148216,1,Torridge
206907,148216,1,Torridge
211907,148216,2,Torridge
216907,148216,2,Torridge
221907,148216,2,Torridge
226907,148216,1,North Devon
231907,148216,1,North Devon
236907,148216,1,North Devon
241907,148216,1,North Devon
246907,148216,1,North Devon
251907,148216,3,North Devon
256907,148216,3,North Devon
261907,148216,2,North Devon
266907,148216,3,North Devon
271907,148216,2,North Devon
276907,148216,2,North Devon
281907,148216,2,Somerset West and Taunton
286907,148216,3,Somerset West and Taunton
291907,148216,2,Somerset West and Taunton
296907,148216,1,Somerset West and Taunton
301907,148216,3,Somerset West and Taunton
306907,148216,3,Somerset West and Taunton
311907,148216,2,Somerset West and Taunton
316907,148216,2,Somerset West and Taunton
321907,148216,5,Sedgemoor
326907,148216,5,Sedgemoor
331907,148216,4,Sedgemoor
336907,148216,3,Sedgemoor
341907,148216,1,Sedgemoor
346907,148216,2,Mendip
351907,148216,1,Mendip
356907,148216,1,Mendip
361907,148216,2,Mendip
366907,148216,1,Mendip
371907,148216,2,Mendip
376907,148216,1,Mendip
381907,148216,1,Wiltshire
386907,148216,1,Wiltshire
391907,148216,1,Wiltshire
396907,148216,2,Wiltshire
401907,148216,2,Wiltshire
406907,148216,1,Wiltshire
411907,148216,1,Wiltshire
416907,148216,1,Wiltshire
421907,148216,1,Wiltshire
426907,148216,1,Test Valley
431907,148216,1,Test Valley
436907,148216,1,Test Valley
441907,148216,1,Basingstoke and Deane
446907,148216,2,Basingstoke and Deane
451907,148216,1,Basingstoke and Deane
456907,148216,1,Basingstoke and Deane
461907,148216,1,Basingstoke and Deane
466907,148216,1,Basingstoke and Deane
471907,148216,2,Hart
476907,148216,1,Hart
481907,148216,2,Waverley
486907,148216,2,Rushmoor
491907,148216,1,Guildford
496907,148216,1,Guildford
501907,148216,2,Guildford
506907,148216,2,Guildford
511907,148216,1,Guildford
516907,148216,1,Mole Valley
521907,148216,1,Mole Valley
526907,148216,1,Reigate and Banstead
531907,148216,1,Tandridge
536907,148216,1,Tandridge
541907,148216,1,Sevenoaks
546907,148216,1,Sevenoaks
551907,148216,2,Sevenoaks
556907,148216,3,Tonbridge and Malling
561907,148216,1,Tonbridge and Malling
566907,148216,5,Tonbridge and Malling
571907,148216,4,Maidstone
576907,148216,2,Maidstone
581907,148216,1,Maidstone
586907,148216,1,Maidstone
591907,148216,3,Ashford
596907,148216,1,Ashford
601907,148216,2,Ashford
606907,148216,2,Ashford
611907,148216,1,Folkestone and Hythe
616907,148216,2,Folkestone and Hythe
621907,148216,1,Dover
626907,148216,1,Dover
631907,148216,1,Dover
636907,148216,1,Dover
641907,148216,2,Dover
86907,153216,2,Cornwall
91907,153216,2,Cornwall
96907,153216,2,Cornwall
101907,153216,2,Cornwall
106907,153216,2,Cornwall
111907,153216,2,Cornwall
116907,153216,2,Cornwall
121907,153216,2,Cornwall
126907,153216,2,Cornwall
131907,153216,2,Cornwall
136907,153216,1,Torridge
141907,153216,1,Torridge
146907,153216,1,Torridge
151907,153216,1,Torridge
156907,153216,1,Torridge
161907,153216,1,Torridge
166907,153216,1,Torridge
171907,153216,1,Torridge
176907,153216,1,Torridge
181907,153216,1,Torridge
186907,153216,1,Torridge
191907,153216,1,Torridge
196907,153216,1,Torridge
201907,153216,1,Torridge
206907,153216,2,Torridge
211907,153216,2,Torridge
216907,153216,2,Torridge
221907,153216,1,North Devon
226907,153216,1,North Devon
231907,153216,1,North Devon
236907,153216,1,North Devon
241907,153216,1,North Devon
246907,153216,4,North Devon
251907,153216,3,North Devon
256907,153216,3,North Devon
261907,153216,3,North Devon
266907,153216,2,North Devon
271907,153216,2,North Devon
276907,153216,2,North Devon
281907,153216,2,North Devon
286907,153216,3,Somerset West and Taunton
291907,153216,2,Somerset West and Taunton
296907,153216,1,Somerset West and Taunton
301907,153216,2,Somerset West and Taunton
306907,153216,3,Somerset West and Taunton
311907,153216,3,Somerset West and Taunton
316907,153216,2,Somerset West and Taunton
321907,153216,5,Sedgemoor
326907,153216,5,Sedgemoor
331907,153216,5,Sedgemoor
336907,153216,2,Sedgemoor
341907,153216,1,Sedgemoor
346907,153216,2,Sedgemoor
351907,153216,1,Mendip
356907,153216,1,Mendip
361907,153216,2,Mendip
366907,153216,1,Bath and North East Somerset
371907,153216,1,Mendip
376907,153216,2,Mendip
381907,153216,1,Mendip
386907,153216,1,Wiltshire
391907,153216,1,Wiltshire
396907,153216,1,Wiltshire
401907,153216,1,Wiltshire
406907,153216,1,Wiltshire
411907,153216,1,Wiltshire
416907,153216,1,Wiltshire
421907,153216,1,Wiltshire
426907,153216,1,Wiltshire
431907,153216,2,Wiltshire
436907,153216,3,Test Valley
441907,153216,2,Basingstoke and Deane
446907,153216,1,Basingstoke and Deane
451907,153216,1,Basingstoke and Deane
456907,153216,1,Basingstoke and Deane
461907,153216,1,Basingstoke and Deane
466907,153216,2,Basingstoke and Deane
471907,153216,1,Hart
476907,153216,1,Hart
481907,153216,4,Hart
486907,153216,2,Rushmoor
491907,153216,1,Guildford
496907,153216,1,Guildford
501907,153216,2,Guildford
506907,153216,2,Guildford
511907,153216,2,Guildford
516907,153216,2,Mole Valley
521907,153216,1,Reigate and Banstead
526907,153216,1,Reigate and Banstead
531907,153216,1,Reigate and Banstead
536907,153216,2,Tandridge
541907,153216,1,Tandridge
546907,153216,2,Sevenoaks
551907,153216,1,Sevenoaks
556907,153216,1,Sevenoaks
561907,153216,2,Tonbridge and Malling
566907,153216,1,Tonbridge and Malling
571907,153216,1,Maidstone
576907,153216,1,Maidstone
581907,153216,2,Maidstone
586907,153216,2,Maidstone
591907,153216,1,Maidstone
596907,153216,1,Swale
601907,153216,1,Swale
606907,153216,2,Swale
611907,153216,2,Swale
616907,153216,1,Dover
621907,153216,1,Dover
626907,153216,2,Dover
631907,153216,1,Dover
636907,153216,5,Dover
641907,153216,3,Dover
86907,158216,2,Cornwall
91907,158216,2,Cornwall
96907,158216,2,Cornwall
101907,158216,2,Cornwall
106907,158216,2,Cornwall
111907,158216,2,Cornwall
116907,158216,2,Cornwall
121907,158216,2,Cornwall
126907,158216,2,Torridge
131907,158216,1,Torridge
136907,158216,1,Torridge
141907,158216,1,Torridge
146907,158216,1,Torridge
151907,158216,1,Torridge
156907,158216,1,Torridge
161907,158216,1,Torridge
166907,158216,1,Torridge
171907,158216,1,Torridge
176907,158216,1,Torridge
181907,158216,1,Torridge
186907,158216,1,Torridge
191907,158216,1,Torridge
196907,158216,1,Torridge
201907,158216,2,Torridge
206907,158216,2,Torridge
211907,158216,2,Torridge
216907,158216,1,North Devon
221907,158216,1,North Devon
226907,158216,1,North Devon
231907,158216,1,North Devon
236907,158216,1,North Devon
241907,158216,2,North Devon
246907,158216,3,North Devon
251907,158216,3,North Devon
256907,158216,3,North Devon
261907,158216,3,North Devon
266907,158216,2,North Devon
271907,158216,2,North Devon
276907,158216,2,North Devon
281907,158216,3,North Devon
286907,158216,3,Somerset West and Taunton
291907,158216,2,Somerset West and Taunton
296907,158216,1,Somerset West and Taunton
301907,158216,2,Somerset West and Taunton
306907,158216,3,Somerset West and Taunton
311907,158216,2,Somerset West and Taunton
316907,158216,4,North Somerset
321907,158216,5,North Somerset
326907,158216,5,North Somerset
331907,158216,4,North Somerset
336907,158216,1,North Somerset
341907,158216,1,North Somerset
346907,158216,1,North Somerset
351907,158216,2,North Somerset
356907,158216,2,Bath and North East Somerset
361907,158216,2,Bath and North East Somerset
366907,158216,1,Bath and North East Somerset
371907,158216,1,Bath and North East Somerset
376907,158216,1,Wiltshire
381907,158216,1,Wiltshire
386907,158216,1,Wiltshire
391907,158216,1,Wiltshire
396907,158216,1,Wiltshire
401907,158216,1,Wiltshire
406907,158216,1,Wiltshire
411907,158216,1,Wiltshire
416907,158216,1,Wiltshire
421907,158216,1,Wiltshire
426907,158216,1,Wiltshire
431907,158216,2,Test Valley
436907,158216,1,Test Valley
441907,158216,1,Basingstoke and Deane
446907,158216,1,Basingstoke and Deane
451907,158216,1,Basingstoke and Deane
456907,158216,1,Basingstoke and Deane
461907,158216,1,Basingstoke and Deane
466907,158216,1,Basingstoke and Deane
471907,158216,1,Hart
476907,158216,1,Hart
481907,158216,1,Hart
486907,158216,1,Surrey Heath
491907,158216,1,Surrey Heath
496907,158216,2,Woking
501907,158216,2,Woking
506907,158216,3,Guildford
511907,158216,4,Elmbridge
516907,158216,2,Mole Valley
521907,158216,2,Epsom and Ewell
526907,158216,1,Reigate and Banstead
531907,158216,1,Reigate and Banstead
536907,158216,1,Bromley
541907,158216,1,Tandridge
546907,158216,2,Sevenoaks
551907,158216,1,Sevenoaks
556907,158216,1,Sevenoaks
561907,158216,2,Tonbridge and Malling
566907,158216,1,Tonbridge and Malling
571907,158216,1,Tonbridge and Malling
576907,158216,1,Maidstone
581907,158216,1,Maidstone
586907,158216,2,Maidstone
591907,158216,1,Maidstone
596907,158216,1,Swale
601907,158216,1,Swale
606907,158216,1,Swale
611907,158216,1,Swale
616907,158216,1,Swale
621907,158216,1,Dover
626907,158216,1,Dover
631907,158216,3,Dover
636907,158216,5,Dover
641907,158216,5,Dover
86907,163216,2,Cornwall
91907,163216,2,Cornwall
96907,163216,2,Cornwall
101907,163216,2,Cornwall
106907,163216,2,Cornwall
111907,163216,2,Cornwall
116907,163216,2,Cornwall
121907,163216,1,Torridge
126907,163216,1,Torridge
131907,163216,1,Torridge
136907,163216,1,Torridge
141907,163216,1,Torridge
146907,163216,1,Torridge
151907,163216,1,Torridge
156907,163216,1,Torridge
161907,163216,1,Torridge
166907,163216,1,Torridge
171907,163216,1,Torridge
176907,163216,1,Torridge
181907,163216,1,Torridge
186907,163216,1,Torridge
191907,163216,1,Torridge
196907,163216,1,Torridge
201907,163216,2,Torridge
206907,163216,2,Torridge
211907,163216,1,North Devon
216907,163216,1,North Devon
221907,163216,1,North Devon
226907,163216,1,North Devon
231907,163216,1,North Devon
236907,163216,1,North Devon
241907,163216,3,North Devon
246907,163216,3,North Devon
251907,163216,3,North Devon
256907,163216,3,North Devon
261907,163216,3,North Devon
266907,163216,2,North Devon
271907,163216,2,North Devon
276907,163216,2,North Devon
281907,163216,3,North Devon
286907,163216,3,Somerset West and Taunton
291907,163216,3,Somerset West and Taunton
296907,163216,1,Somerset West and Taunton
301907,163216,1,Somerset West and Taunton
306907,163216,2,Somerset West and Taunton
311907,163216,2,North Somerset
316907,163216,2,North Somerset
321907,163216,2,North Somerset
326907,163216,2,North Somerset
331907,163216,1,North Somerset
336907,163216,5,North Somerset
341907,163216,4,North Somerset
346907,163216,1,North Somerset
351907,163216,1,North Somerset
356907,163216,2,Bath and North East Somerset
361907,163216,2,Bath and North East Somerset
366907,163216,2,Bath and North East Somerset
371907,163216,2,Bath and North East Somerset
376907,163216,1,Wiltshire
381907,163216,1,Wiltshire
386907,163216,1,Wiltshire
391907,163216,2,Wiltshire
396907,163216,2,Wiltshire
401907,163216,1,Wiltshire
406907,163216,2,Wiltshire
411907,163216,2,Wiltshire
416907,163216,2,Wiltshire
421907,163216,1,West Berkshire
426907,163216,1,Wiltshire
431907,163216,1,Wiltshire
436907,163216,1,West Berkshire
441907,163216,1,Basingstoke and Deane
446907,163216,1,Basingstoke and Deane
451907,163216,1,Basingstoke and Deane
456907,163216,1,Basingstoke and Deane
461907,163216,1,Basingstoke and Deane
466907,163216,2,West Berkshire
471907,163216,1,Hart
476907,163216,1,Wokingham
481907,163216,1,Bracknell Forest
486907,163216,1,Surrey Heath
491907,163216,3,Surrey Heath
496907,163216,1,Surrey Heath
501907,163216,2,Runnymede
506907,163216,3,Elmbridge
511907,163216,1,Elmbridge
516907,163216,1,Elmbridge
521907,163216,2,Epsom and Ewell
526907,163216,3,Epsom and Ewell
531907,163216,1,Croydon
536907,163216,1,Bromley
541907,163216,2,Bromley
546907,163216,1,Bromley
551907,163216,3,Sevenoaks
556907,163216,2,Sevenoaks
561907,163216,1,Sevenoaks
566907,163216,1,Gravesham
571907,163216,1,Tonbridge and Malling
576907,163216,1,Maidstone
581907,163216,1,Maidstone
586907,163216,2,Swale
591907,163216,2,Swale
596907,163216,1,Swale
601907,163216,2,Swale
606907,163216,2,Swale
611907,163216,2,Swale
616907,163216,2,Swale
621907,163216,1,Thanet
626907,163216,1,Thanet
631907,163216,2,Thanet
636907,163216,1,Thanet
641907,163216,1,Thanet
86907,168216,2,Cornwall
91907,168216,2,Cornwall
96907,168216,2,Cornwall
101907,168216,2,Cornwall
106907,168216,2,Cornwall
111907,168216,2,Cornwall
116907,168216,1,Torridge
121907,168216,1,Torridge
126907,168216,1,Torridge
131907,168216,1,Torridge
136907,168216,1,Torridge
141907,168216,1,Torridge
146907,168216,1,Torridge
151907,168216,1,Torridge
156907,168216,1,Torridge
161907,168216,1,Torridge
166907,168216,1,Torridge
171907,168216,1,Torridge
176907,168216,1,Torridge
181907,168216,1,Torridge
186907,168216,1,Torridge
191907,168216,1,Torridge
196907,168216,2,Torridge
201907,168216,1,Torridge
206907,168216,1,North Devon
211907,168216,1,North Devon
216907,168216,1,North Devon
221907,168216,1,North Devon
226907,168216,1,North Devon
231907,168216,1,North Devon
236907,168216,2,North Devon
241907,168216,3,North Devon
246907,168216,2,North Devon
251907,168216,3,North Devon
256907,168216,3,North Devon
261907,168216,2,North Devon
266907,168216,2,North Devon
271907,168216,2,North Devon
276907,168216,2,North Devon
281907,168216,2,North Devon
286907,168216,2,North Devon
291907,168216,3,Somerset West and Taunton
296907,168216,1,Somerset West and Taunton
301907,168216,1,Somerset West and Taunton
306907,168216,2,Somerset West and Taunton
311907,168216,2,North Somerset
316907,168216,2,North Somerset
321907,168216,2,North Somerset
326907,168216,3,North Somerset
331907,168216,5,North Somerset
336907,168216,5,North Somerset
341907,168216,4,North Somerset
346907,168216,2,North Somerset
351907,168216,1,North Somerset
356907,168216,2,"Bristol, City of"
361907,168216,1,"Bristol, City of"
366907,168216,1,Bath and North East Somerset
371907,168216,2,South Gloucestershire
376907,168216,1,South Gloucestershire
381907,168216,1,Wiltshire
386907,168216,1,Wiltshire
391907,168216,2,Wiltshire
396907,168216,1,Wiltshire
401907,168216,1,Wiltshire
406907,168216,1,Wiltshire
411907,168216,2,Wiltshire
416907,168216,2,Wiltshire
421907,168216,1,Wiltshire
426907,168216,1,Wiltshire
431907,168216,1,West Berkshire
436907,168216,2,West Berkshire
441907,168216,1,West Berkshire
446907,168216,1,West Berkshire
451907,168216,1,West Berkshire
456907,168216,1,West Berkshire
461907,168216,1,West Berkshire
466907,168216,1,West Berkshire
471907,168216,3,Reading
476907,168216,1,Wokingham
481907,168216,1,Wokingham
486907,168216,1,Bracknell Forest
491907,168216,1,Bracknell Forest
496907,168216,1,Runnymede
501907,168216,5,Runnymede
506907,168216,5,Spelthorne
511907,168216,3,Elmbridge
516907,168216,2,Richmond upon Thames
521907,168216,4,Merton
526907,168216,2,Merton
531907,168216,2,Croydon
536907,168216,2,Bromley
541907,168216,2,Lewisham
546907,168216,1,Bromley
551907,168216,1,Bexley
556907,168216,2,Dartford
561907,168216,1,Gravesham
566907,168216,1,Gravesham
571907,168216,1,Gravesham
576907,168216,1,Maidstone
581907,168216,1,Maidstone
586907,168216,1,Swale
591907,168216,1,Swale
596907,168216,1,Swale
601907,168216,1,Swale
606907,168216,2,Swale
611907,168216,2,Swale
616907,168216,1,Swale
621907,168216,1,Thanet
626907,168216,1,Thanet
631907,168216,1,Thanet
636907,168216,1,Thanet
641907,168216,1,Thanet
86907,173216,2,Cornwall
91907,173216,2,Cornwall
96907,173216,2,Cornwall
101907,173216,2,Cornwall
106907,173216,2,Cornwall
111907,173216,1,Torridge
116907,173216,1,Torridge
121907,173216,1,Torridge
126907,173216,1,Torridge
131907,173216,1,Torridge
136907,173216,1,Torridge
141907,173216,1,Torridge
146907,173216,1,Torridge
151907,173216,1,Torridge
156907,173216,1,Torridge
161907,173216,1,Torridge
166907,173216,1,Torridge
171907,173216,1,Torridge
176907,173216,1,Torridge
181907,173216,1,Torridge
186907,173216,1,Torridge
191907,173216,2,Torridge
196907,173216,1,Torridge
201907,173216,1,North Devon
206907,173216,1,North Devon
211907,173216,1,North Devon
216907,173216,1,North Devon
221907,173216,1,North Devon
226907,173216,1,North Devon
231907,173216,2,North Devon
236907,173216,2,North Devon
241907,173216,3,North Devon
246907,173216,3,North Devon
251907,173216,3,North Devon
256907,173216,4,North Devon
261907,173216,3,North Devon
266907,173216,2,North Devon
271907,173216,2,North Devon
276907,173216,2,North Devon
281907,173216,2,North Devon
286907,173216,2,North Devon
291907,173216,2,Somerset West and Taunton
296907,173216,1,Somerset West and Taunton
301907,173216,1,Somerset West and Taunton
306907,173216,2,North Somerset
311907,173216,2,North Somerset
316907,173216,2,North Somerset
321907,173216,3,North Somerset
326907,173216,4,North Somerset
331907,173216,5,North Somerset
336907,173216,2,North Somerset
341907,173216,2,North Somerset
346907,173216,1,North Somerset
351907,173216,1,North Somerset
356907,173216,1,"Bristol, City of"
361907,173216,1,"Bristol, City of"
366907,173216,1,South Gloucestershire
371907,173216,1,South Gloucestershire
376907,173216,1,South Gloucestershire
381907,173216,1,Wiltshire
386907,173216,1,Wiltshire
391907,173216,2,Wiltshire
396907,173216,1,Wiltshire
401907,173216,1,Wiltshire
406907,173216,1,Wiltshire
411907,173216,1,Wiltshire
416907,173216,1,Wiltshire
421907,173216,1,West Berkshire
426907,173216,1,West Berkshire
431907,173216,1,West Berkshire
436907,173216,1,West Berkshire
441907,173216,1,West Berkshire
446907,173216,1,West Berkshire
451907,173216,1,West Berkshire
456907,173216,1,West Berkshire
461907,173216,1,West Berkshire
466907,173216,2,Reading
471907,173216,2,Reading
476907,173216,2,Wokingham
481907,173216,2,Wokingham
486907,173216,1,Bracknell Forest
491907,173216,1,Bracknell Forest
496907,173216,2,Runnymede
501907,173216,5,Windsor and Maidenhead
506907,173216,1,Spelthorne
511907,173216,2,Hounslow
516907,173216,1,Richmond upon Thames
521907,173216,2,Richmond upon Thames
526907,173216,2,Wandsworth
531907,173216,1,Lambeth
536907,173216,1,Lewisham
541907,173216,1,Bromley
546907,173216,2,Bexley
551907,173216,1,Dartford
556907,173216,1,Dartford
561907,173216,1,Gravesham
566907,173216,2,Gravesham
571907,173216,1,Gravesham
576907,173216,1,Gravesham
581907,173216,3,Swale
586907,173216,3,Swale
591907,173216,4,Swale
596907,173216,1,Swale
601907,173216,2,Swale
606907,173216,1,Swale
611907,173216,2,Swale
616907,173216,1,Thanet
621907,173216,1,Thanet
626907,173216,1,Thanet
631907,173216,1,Thanet
636907,173216,1,Thanet
641907,173216,1,Thanet
86907,178216,2,Cornwall
91907,178216,2,Cornwall
96907,178216,2,Cornwall
101907,178216,1,Torridge
106907,178216,1,Torridge
111907,178216,1,Torridge
116907,178216,1,Torridge
121907,178216,1,Torridge
126907,178216,1,Torridge
131907,178216,1,Torridge
136907,178216,1,Torridge
141907,178216,1,Torridge
146907,178216,1,Torridge
151907,178216,1,Torridge
156907,178216,1,Torridge
161907,178216,1,Torridge
166907,178216,1,Torridge
171907,178216,1,Torridge
176907,178216,1,Torridge
181907,178216,1,Torridge
186907,178216,1,Torridge
191907,178216,1,Torridge
196907,178216,1,North Devon
201907,178216,1,North Devon
206907,178216,1,North Devon
211907,178216,1,North Devon
216907,178216,1,North Devon
221907,178216,1,North Devon
226907,178216,1,North Devon
231907,178216,2,North Devon
236907,178216,3,North Devon
241907,178216,3,North Devon
246907,178216,3,North Devon
251907,178216,3,North Devon
256907,178216,4,North Devon
261907,178216,2,North Devon
266907,178216,2,North Devon
271907,178216,2,North Devon
276907,178216,2,North Devon
281907,178216,2,North Devon
286907,178216,2,North Devon
291907,178216,2,Somerset West and Taunton
296907,178216,1,Somerset West and Taunton
301907,178216,1,Somerset West and Taunton
306907,178216,2,North Somerset
311907,178216,2,North Somerset
316907,178216,3,North Somerset
321907,178216,4,North Somerset
326907,178216,3,North Somerset
331907,178216,2,North Somerset
336907,178216,2,North Somerset
341907,178216,2,North Somerset
346907,178216,1,North Somerset
351907,178216,4,"Bristol, City of"
356907,178216,1,"Bristol, City of"
361907,178216,1,South Gloucestershire
366907,178216,3,South Gloucestershire
371907,178216,2,South Gloucestershire
376907,178216,2,South Gloucestershire
381907,178216,2,Wiltshire
386907,178216,1,Wiltshire
391907,178216,1,Wiltshire
396907,178216,1,Wiltshire
401907,178216,1,Wiltshire
406907,178216,1,Wiltshire
411907,178216,1,Wiltshire
416907,178216,1,Wiltshire
421907,178216,1,West Berkshire
426907,178216,1,West Berkshire
431907,178216,1,West Berkshire
436907,178216,2,West Berkshire
441907,178216,1,West Berkshire
446907,178216,1,West Berkshire
451907,178216,2,West Berkshire
456907,178216,1,West Berkshire
461907,178216,1,West Berkshire
466907,178216,2,West Berkshire
471907,178216,3,Reading
476907,178216,5,Wokingham
481907,178216,1,Wokingham
486907,178216,3,Bracknell Forest
491907,178216,2,Bracknell Forest
496907,178216,6,Windsor and Maidenhead
501907,178216,5,Windsor and Maidenhead
506907,178216,2,Hillingdon
511907,178216,1,Hillingdon
516907,178216,2,Hounslow
521907,178216,4,Hounslow
526907,178216,3,Wandsworth
531907,178216,4,Southwark
536907,178216,3,Lewisham
541907,178216,1,Greenwich
546907,178216,1,Bexley
